INT	STRING	STRING	STRING	INT	STRING	INT	INT	STRING
#1120	FC_BattleTable	FC_BattleTable/FC_BattleTable.layout.xml	FC_BattleTable/FC_BattleTable.lua	3		19	20	紫禁之巅晋级界面
#1121	FC_Kuafu_Select	FC_Kuafu_Select/FC_Kuafu_Select.layout.xml	FC_Kuafu_Select/FC_Kuafu_Select.lua	3		19	20	紫禁之巅跨服选择地图界面
#1123	FC_Mission	FC_Mission/FC_Mission.layout.xml	FC_Mission/FC_Mission.lua	0		19	20	紫禁之巅界面
#1124	FC_GameInfo	FC_GameInfo/FC_GameInfo.layout.xml	FC_GameInfo/FC_GameInfo.lua	0		19	20	紫禁之巅战斗界面
#1125	FC_WarmUp	FC_WarmUp/FC_WarmUp.layout.xml	FC_WarmUp/FC_WarmUp.lua	3		19	20	紫禁城预热活动
#1126	FC_WarmUp_Detail	FC_WarmUp_Detail/FC_WarmUp_Detail.layout.xml	FC_WarmUp_Detail/FC_WarmUp_Detail.lua	3		19	20	紫禁城预热活动任务详情弹窗
#1127	FC_WarmUp_Scroll	FC_WarmUp_Scroll/FC_WarmUp_Scroll.layout.xml	FC_WarmUp_Scroll/FC_WarmUp_Scroll.lua	3		19	20	紫禁城预热活动卷轴弹窗
#1128	PetSoul_XuanWuDao2	PetSoul_XuanWuDao2/PetSoul_XuanWuDao2.layout.xml	PetSoul_XuanWuDao2/PetSoul_XuanWuDao2.lua	0		19	20	兽魂玄武岛
#1129	PetSoul_XuanWuDao2_Mini	PetSoul_XuanWuDao2_Mini/PetSoul_XuanWuDao2_Mini.layout.xml	PetSoul_XuanWuDao2_Mini/PetSoul_XuanWuDao2_Mini.lua	0		19	20	兽魂玄武岛
#1130	Self_Auction	Self_Auction/Self_Auction.layout.xml	Self_Auction/Self_Auction.lua	2		19	20	奢侈品拍卖界面（藏宝阁）
#1131	Self_Auction_UpItem	Self_Auction_UpItem/Self_Auction_UpItem.layout.xml	Self_Auction_UpItem/Self_Auction_UpItem.lua	0		19	20	奢侈品拍卖上架界面
#1132	Self_AuctionBidding	Self_AuctionBidding/Self_AuctionBidding.layout.xml	Self_AuctionBidding/Self_AuctionBidding.lua	1		19	20	奢侈品拍卖竞价界面
#1133	FC_FreeChoices	FC_FreeChoices/FC_FreeChoices.layout.xml	FC_FreeChoices/FC_FreeChoices.lua	3		19	20	紫禁之巅四选一
#1134	Anniversary_FanChangShop	Anniversary_FanChangShop/Anniversary_FanChangShop.layout.xml	Anniversary_FanChangShop/Anniversary_FanChangShop.lua	3		19	20	周年庆新服返场商店
#1135	Qixi_HuaJuan	Qixi_HuaJuan/Qixi_HuaJuan.layout.xml	Qixi_HuaJuan/Qixi_HuaJuan.lua	1		19	20	七夕画卷
#1136	Qixi_HuaJuan_Zoom	Qixi_HuaJuan_Zoom/Qixi_HuaJuan_Zoom.layout.xml	Qixi_HuaJuan_Zoom/Qixi_HuaJuan_Zoom.lua	2		19	20	七夕画卷放大
#1137	XinfuFanli_Shop	XinfuFanli_Shop/XinfuFanli_Shop.layout.xml	XinfuFanli_Shop/XinfuFanli_Shop.lua	3		19	20	新服返利商店界面
#1140	ZiDian_Goto	ZiDian_Goto/ZiDian_Goto.layout.xml	ZiDian_Goto/ZiDian_Goto.lua	3		19	20	超特紫电巡游前往
#1141	CJTS_ChouJiang	CJTS_ChouJiang/CJTS_ChouJiang.layout.xml	CJTS_ChouJiang/CJTS_ChouJiang.lua	3		19	20	超级特色服抽奖
#1142	FunctionBarRight2	FunctionBarRight2/FunctionBarRight2.layout.xml	FunctionBarRight2/FunctionBarRight2.lua	0	#N/A	0	0	右侧额外快捷栏
#1146	MessageBox_Self3	MessageBox_Self3\MessageBox_Self3.layout.xml	MessageBox_Self3\MessageBox_Self3.lua	1		19	20	通用确认界面
#1147	Higntlight_List	Higntlight_List/Higntlight_List.layout.xml	Higntlight_List/Higntlight_List.lua	0		19	20	副本伤害排名界面
#1148	Higntlight_ListMini	Higntlight_ListMini/Higntlight_ListMini.layout.xml	Higntlight_ListMini/Higntlight_ListMini.lua	0		19	20	副本伤害排名界面mini
#1149	Peak_LuckyTime	Peak_LuckyTime/Peak_LuckyTime.layout.xml	Peak_LuckyTime/Peak_LuckyTime.lua	0		19	20	机缘秘宝
#1150	Peak_LuckyTimeMini	Peak_LuckyTimeMini/Peak_LuckyTimeMini.layout.xml	Peak_LuckyTimeMini/Peak_LuckyTimeMini.lua	0		19	20	机缘秘宝
#1151	Peak_GuideLetter	Peak_GuideLetter/Peak_GuideLetter.layout.xml	Peak_GuideLetter/Peak_GuideLetter.lua	3		19	20	巅峰系统引导任务前往界面
#1152	Peak_Guide	Peak_Guide/Peak_Guide.layout.xml	Peak_Guide/Peak_Guide.lua	1		19	20	巅峰系统引导任务界面
#1153	Qiannv_First	Qiannv_First/Qiannv_First.layout.xml	Qiannv_First/Qiannv_First.lua	0		19	20	倩女打卡界面
#1154	Peak_LuckyTime2	Peak_LuckyTime2/Peak_LuckyTime2.layout.xml	Peak_LuckyTime2/Peak_LuckyTime2.lua	0		19	20	机缘秘宝
#1155	QNYH_StoryPanel	QNYH_StoryPanel/QNYH_StoryPanel.layout.xml	QNYH_StoryPanel/QNYH_StoryPanel.lua	0		19	20	七夕6人副本
#1156	Peak_Learn	Peak_Learn/Peak_Learn.layout.xml	Peak_Learn/Peak_Learn.lua	2		19	20	武学心得界面
#1157	Peak_WarmUp	Peak_WarmUp/Peak_WarmUp.layout.xml	Peak_WarmUp/Peak_WarmUp.lua	3		19	20	巅峰等级预热活动
#1158	Peak_WarmUp_Detail	Peak_WarmUp_Detail/Peak_WarmUp_Detail.layout.xml	Peak_WarmUp_Detail/Peak_WarmUp_Detail.lua	2		19	20	巅峰等级预热活动任务详情弹窗
#1159	SelfPeak	SelfPeak/SelfPeak.layout.xml	SelfPeak/SelfPeak.lua	3		19	20	巅峰等级主界面
#1160	TargetPeak	TargetPeak/TargetPeak.layout.xml	TargetPeak/TargetPeak.lua	3		19	20	查看他人巅峰等级
#1161	Peak_Guide_Time	Peak_Guide_Time/Peak_Guide_Time.layout.xml	Peak_Guide_Time/Peak_Guide_Time.lua	0		19	20	巅峰引导倒计时
#1163	ZhouNian_Shop	ZhouNian_Shop/ZhouNian_Shop.layout.xml	ZhouNian_Shop/ZhouNian_Shop.lua	3		19	20	周年代币兑换商店
#1164	ZhouNian_Shop_MBuy	ZhouNian_Shop_MBuy/ZhouNian_Shop_MBuy.layout.xml	ZhouNian_Shop_MBuy/ZhouNian_Shop_MBuy.lua	0		19	20	周年代币兑换商店批量购买弹窗
#1165	ZhouNian_Shop_CurrencyBuy	ZhouNian_Shop_CurrencyBuy/ZhouNian_Shop_CurrencyBuy.layout.xml	ZhouNian_Shop_CurrencyBuy/ZhouNian_Shop_CurrencyBuy.lua	0		19	20	周年代币兑换商店代币购买弹窗
#1166	Cumulative_Appearance	Cumulative_Appearance/Cumulative_Appearance.layout.xml	Cumulative_Appearance/Cumulative_Appearance.lua	1		19	20	累计购买外观功能界面
#1167	Select_Six	Select_Six/Select_Six.layout.xml	Select_Six/Select_Six.lua	3		19	20	固灵六选一
#1168	Peak_WarmUp_Letter	Peak_WarmUp_Letter/Peak_WarmUp_Letter.layout.xml	Peak_WarmUp_Letter/Peak_WarmUp_Letter.lua	3		19	20	巅峰等级预热活动信件
#1169	Peak_WarmUp_Warning	Peak_WarmUp_Warning/Peak_WarmUp_Warning.layout.xml	Peak_WarmUp_Warning/Peak_WarmUp_Warning.lua	0		0	0	巅峰等级预热活动战场遮罩
#1170	Peak_LuckyTips	Peak_LuckyTips/Peak_LuckyTips.layout.xml	Peak_LuckyTips/Peak_LuckyTips.lua	0		0	0	机缘秘宝
#1171	TongTianTaTime	TongTianTaTime/TongTianTaTime.layout.xml	TongTianTaTime/TongTianTaTime.lua	0		0	0	通天塔
#1172	TongTianTaTime_Mini	TongTianTaTime_Mini/TongTianTaTime_Mini.layout.xml	TongTianTaTime_Mini/TongTianTaTime_Mini.lua	0		0	0	通天塔
#1173	ZhouNian_Shop_PickOne	ZhouNian_Shop_PickOne/ZhouNian_Shop_PickOne.layout.xml	ZhouNian_Shop_PickOne/ZhouNian_Shop_PickOne.lua	1		19	20	周年代币兑换商店二选一弹窗
#1179	Thanksgiving_FeedBack	Thanksgiving_FeedBack/Thanksgiving_FeedBack.layout.xml	Thanksgiving_FeedBack/Thanksgiving_FeedBack.lua	1		19	20	感恩节回馈
#1181	FBCycleLoop	FBCycleLoop/FBCycleLoop.layout.xml	FBCycleLoop/FBCycleLoop.lua	1		19	20	超特服限时副本活动
#1192	JNH_AwardChange	JNH_AwardChange/JNH_AwardChange.layout.xml	JNH_AwardChange/JNH_AwardChange.lua	1		19	20	嘉年华置换
1193	Paipai	Paipai/Paipai.layout.xml	Paipai/Paipai.lua	1	24	0	0	幸运拍拍抽奖
1194	HD_SanLianHuan	HD_SanLianHuan/HD_SanLianHuan.layout.xml	HD_SanLianHuan/HD_SanLianHuan.lua	1	24	0	0	幸运三连环
1195	GameTools6	GameTools6/GameTools6.layout.xml	GameTools6/GameTools6.lua	0	ByFjqh	19	20	GM工具
1196	GameTools6_ItemSearch	GameTools6_ItemSearch/GameTools6_ItemSearch.layout.xml	GameTools6_ItemSearch/GameTools6_ItemSearch.lua	3	ByFjqh	19	20	GM工具
1197	GameTools	GameTools/GameTools.layout.xml	GameTools/GameTools.lua	1	1	28	29	游戏管理员工具
1198	GameTools2	GameTools2/GameTools2.layout.xml	GameTools2/GameTools2.lua	1	9	19	20	雪舞GM工具V2
1199	GameTools3	GameTools3/GameTools3.layout.xml	GameTools3/GameTools3.lua	1	9	19	20	雪舞GM工具V3
1200	GameTools4	GameTools4/GameTools4.layout.xml	GameTools4/GameTools4.lua	1	9	19	20	雪舞GM工具V4
1201	GameTools5	GameTools5/GameTools5.layout.xml	GameTools5/GameTools5.lua	1	9	19	20	雪舞GM工具V5-装备修改器
1202	GameTools7	GameTools7/GameTools7.layout.xml	GameTools7/GameTools7.lua	1	14	0	0	雪舞GM工具V7-珍兽修改器
1203	Peak_Learn	Peak_Learn/Peak_Learn.layout.xml	Peak_Learn/Peak_Learn.lua	1	14	0	0	武镜界面_配置
1204	SelfPeak	SelfPeak/SelfPeak.layout.xml	SelfPeak/SelfPeak.lua	1	14	0	0	武镜界面_自己
1205	TargetPeak	TargetPeak/TargetPeak.layout.xml	TargetPeak/TargetPeak.lua	1	14	0	0	武镜界面_其人
1206	TestFrame	TestFrame/TestFrame.layout.xml	TestFrame/TestFrame.lua	1	14	0	0	测试框架_雪舞专用
1207	DianCang	DianCang/DianCang.layout.xml	DianCang/DianCang.lua	1		19	20	怪物图鉴																					
1208	QuickLogin	QuickLogin/QuickLogin.layout.xml	QuickLogin/QuickLogin.lua	1		19	20	快捷登录																					
1209	ChuanSongSystem	ChuanSongSystem/ChuanSongSystem.layout.xml	ChuanSongSystem/ChuanSongSystem.lua	0		19	20	万能传送UI注册
1210	PayReward	PayReward/PayReward.layout.xml	PayReward/PayReward.lua	0		19	20	每日充值
