INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT							
5911	5911	1000	Woman_hair1_1							0	0	0	1	0		Li­u Tr¥n Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5912	5912	1000	Woman_hair1_1							0	0	0	1	0		D§t Khinh Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5913	5913	1000	Woman_hair1_1							0	0	0	1	0		Vån Uyên Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5914	5914	1000	Woman_hair1_1							0	0	0	1	0		S½ Änh Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5915	5915	1000	Woman_hair1_1							0	0	0	1	0		Hi¬u S½n Trùng Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5916	5916	1000	Woman_hair1_1							0	0	0	1	0		Tình Ti Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5917	5917	1000	Woman_hair1_1							0	0	0	1	0		S½n Xuân Phát: Hoán Tân tóc mây Ánh Hoa Änh, hi®p nghîa tao nhã Mãn Long Xuân.	-1	0	1	1							
5918	5918	400	ShenFenItem06_13				buff_¹¤³Ì¼Ó¹¤Ïà¹Ø_»ñµÃÐþÎäÕ½ÆìÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Huy«n Vû Linh KÏ: Trong phÕm vi Ð°ng ti¬u ðµi thiªu hi®p ðã b¸ Ðích thß½ng t±n r½i ch§m lÕi	-1	0	1	1							
5919	5919	1000	FightSkillWuDang2_5				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Phích L¸ch TØ: B¸ vây Tê Li®t trÕng thái Trung	-1	0	1	1							
5920	5920	1450	ShenFenItem06_16				buff_¹¤³Ì¼Ó¹¤Ïà¹Ø_»úÇÉÄ¾ÀÜÃâÒßÉËº¦ÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Nhanh nh©n linh hoÕt che ch·: Ðang ðã b¸ ðªn t× m£t khác thiªu hi®p Ðích vªt thß½ng trí m®nh HÕi Th¶i, mi­n d¸ch l¥n này thß½ng t±n cùng t°n tÕi là s¨ quay v« Phøc 2%Ðích l¾n nh¤t sinh m®nh Tr¸. M²i l¥n gây ra hi®u quä Th¶i, Hæu nh¤t ð¸nh xác su¤t che ch· trÕng thái không c¥n thiªt Th¤t.	-1	0	1	1							
5921	100	1000	FightSkillTianShan_4				buff_¹¤³Ì¼Ó¹¤Ïà¹Ø_×··çÕ½ÆìÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Truy Phong Linh KÏ: Trong phÕm vi Ð°ng bang hµi thiªu hi®p t¯c ðµ ð« cao	-1	0	1	1							
5922	100	1000	FightSkillShaoLin1_4				buff_ÉñÐÐ»¤ÍÈÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Di ðµng t¯c ðµ gia tång 80%	-1	0	1	1							
5923	19	1000	Weapon2Skill3_8				g01_buff27		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		SØ døng Th¥n Hành Giáp Mã th¤t bÕi, b¸ vây Ð¸nh Thân Trung	-1	0	1	1							
5924	5924	1000	ShenFenItem06_5							0	0	0	1	0		†n n¤p: Nhçm ðã thành Công d¸ch dung, lúc này trong lúc ngß¶i ch½i khác không th¬ biªt ðßþc Nhçm Ðích thân ph§n	-1	0	1	1							
5925	99	2000	FightSkillTianShan_7							0	0	0	0	0		B¸ vây ¦n thân trÕng thái Trung	-1	0	1	1							
5926	5926	2200	ShenFenItem03_12							0	0	0	1	0		Hß½ng C¥n Hoä Thoái: Gia tång Huyªt Thßþng HÕn, Thi¬m T¸	-1	0	1	1							
5927	5927	2200	ShenFenItem03_13							0	0	0	1	0		Song Sao BÕch B¯i: Gia tång Huyªt Thßþng HÕn, hi¬u ý phòng ngñ	-1	0	1	1							
5928	5928	2200	ShenFenItem04_9							0	0	0	1	0		Quª Hß½ng Nhû Lß½ng Cao: Gia tång Bång Công Kích, hi¬u ý công kích	-1	0	1	1							
5929	5929	2200	ShenFenItem04_10							0	0	0	1	0		H°ng Du Bµc Ð² Ti: Gia tång Hoä Công Kích, hi¬u ý công kích	-1	0	1	1							
5930	5930	2200	ShenFenItem04_12							0	0	0	1	0		Ngû Khu¦n Tùng Nhung Thang: Gia tång Ðµc Công Kích, hi¬u ý công kích	-1	0	1	1							
5931	5931	2200	ShenFenItem04_11							0	0	0	1	0		Ngû Bäo Trân Châu Canh: Gia tång Huy«n Công Kích, hi¬u ý công kích	-1	0	1	1							
5932	5932	2200	ShenFenItem05_3							0	0	0	1	0		Bång Ðß¶ng Ngân Nhî Canh: Gia tång Bång Công Kích, Giäm Bång Kháng C§p hi¬u ý công kích	-1	0	1	1							
5933	5933	2200	ShenFenItem05_4							0	0	0	1	0		Chích Kháo Mai Hoa Nhøc: Gia tång Hoä Công Kích, Giäm Hoä Kháng C§p hi¬u ý công kích	-1	0	1	1							
5934	5934	2200	ShenFenItem05_6							0	0	0	1	0		H°ng Tham Xà Ðäm TØu: Gia tång Ðµc Công Kích, Giäm Ðµc Kháng C§p hi¬u ý công kích	-1	0	1	1							
5935	5935	2200	ShenFenItem05_5							0	0	0	1	0		Phï Thuý bÕch ng÷c Canh: Gia tång Huy«n Công Kích, Giäm Huy«n Kháng C§p hi¬u ý công kích	-1	0	1	1							
5936	5936	2200	ShenFenItem05_2							0	0	0	1	0		Ngßu Dß½ng Toàn Chích Yªn: Gia tång Huyªt Thßþng HÕn, ðã b¸ thß½ng t±n r½i ch§m lÕi	-1	0	1	1							
5937	5937	2200	ShenFenItem04_13							0	0	0	1	0		Tham Sí Ng÷c Khoái Yªn: TÕo thành thß½ng t±n gia tång, hi¬u ý mµt kích tÖ l® gia tång	-1	0	1	1							
5938	5938	1000	Medicine2_6							0	0	0	1	0		H°i Khí: Liên Tøc H°i Khí	-1	0	1	1							
5939	5939	2200	ShenFenItem03_11							0	0	0	1	0		ThuÖ Tinh Hà Giäo: Gia tång hi¬u ý công kích	-1	0	1	1							
5940	5940	2200	ShenFenItem04_14							0	0	0	1	0		Quª Chi Nhân Tham Thang: Gia tång Huyªt Thßþng HÕn, ðã b¸ Bång Thuµc Tính thß½ng t±n r½i ch§m lÕi	-1	0	1	1							
5941	5941	2200	ShenFenItem04_15							0	0	0	1	0		Thanh La v¸t mu¯i Thang: Gia tång Huyªt Thßþng HÕn, ðã b¸ Höa Thuµc Tính thß½ng t±n r½i ch§m lÕi	-1	0	1	1							
5942	5942	2200	ShenFenItem04_16							0	0	0	1	0		Rong bi¬n Tiên B¯i Canh: Gia tång Huyªt Thßþng HÕn, ðã b¸ Huy«n thuµc tính thß½ng t±n r½i ch§m lÕi	-1	0	1	1							
5943	5943	2200	ShenFenItem05_1							0	0	0	1	0		T¯ Sao Hoàng Ti Khu¦n: Gia tång Huyªt Thßþng HÕn, ðã b¸ Ðµc thuµc tính thß½ng t±n r½i ch§m lÕi	-1	0	1	1							
5944	5944	1000	PetSkill4_6				buff_ÁúËþÏéÈð_ºì		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Xích Höa chúc phúc: Trß¾c m£t nh§n ðßþc Xích Höa chúc phúc, Nhçm Khä m· ra Xích Höa Bäo Tß½ng.	-1	0	1	1							
5945	5945	1000	PetSkill5_1				buff_ÁúËþÏéÈð_ÂÌ		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Løc lâm chúc phúc: Trß¾c m£t nh§n ðßþc løc lâm chúc phúc, Nhçm Khä m· ra løc lâm Bäo Tß½ng.	-1	0	1	1							
5946	5946	1000	PetSkill5_2				buff_ÁúËþÏéÈð_À¶		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Lam Häi chúc phúc: Trß¾c m£t nh§n ðßþc Lam Häi chúc phúc, Nhçm Khä m· ra Lam Häi Bäo Tß½ng.	-1	0	1	1							
5947	5947	2200	ShenFenItem01_6				buff_ÖÆÒ©Ïà¹Ø_¼õÐþ¿¹		ÉíÌåÖÐÐÄµã	0	0	0	1	0		Huy«n Minh Tän: R½i ch§m lÕi møc tiêu Huy«n Kháng hÕn cu¯i	-1	1	1	1							
5948	5948	2200	ShenFenItem01_7				buff_ÖÆÒ©Ïà¹Ø_¼õ¶¾¿¹		ÉíÌåÖÐÐÄµã	0	0	0	1	0		Ðµc Sß½ng Hoàn: R½i ch§m lÕi møc tiêu Ðµc Kháng hÕn cu¯i	-1	1	1	1							
5949	5949	2200	ShenFenItem01_8							0	0	0	1	0		Minh Møc Ðan: M®nh Trung Su¤t gia tång	-1	0	1	1							
5950	5950	2200	ShenFenItem01_9							0	0	0	1	0		D§t Thân Tän: Thi¬m T¸ Su¤t gia tång	-1	0	1	1							
5951	5951	2200	ShenFenItem01_12							0	0	0	1	0		Th§p toàn th¥n dßþc: T¤t cä thuµc tính gia tång	-1	0	1	1							
5952	5952	2200	ShenFenItem01_13							0	0	0	1	0		Hi¬u ra Ðan: Hi¬u ý Su¤t gia tång	-1	0	1	1							
5953	5953	2200	ShenFenItem01_14							0	0	0	1	0		ÐoÕn tän mác: Hi¬u ý mµt kích thß½ng t±n gia tång	-1	0	1	1							
5954	5954	2200	ShenFenItem01_3							0	0	0	1	0		Ki®n Hành Tän: Di T¯c gia tång	-1	0	1	1							
5955	5955	2200	ShenFenItem01_4				buff_ÖÆÒ©Ïà¹Ø_¼õ±ù¿¹		ÉíÌåÖÐÐÄµã	0	0	0	1	0		Thôi Hàn Ðan: R½i ch§m lÕi møc tiêu Bång Kháng hÕn cu¯i	-1	1	1	1							
5956	5956	2200	ShenFenItem01_5				buff_ÖÆÒ©Ïà¹Ø_¼õ»ð¿¹		ÉíÌåÖÐÐÄµã	0	0	0	1	0		Luy®n Di®m Ðan: R½i ch§m lÕi møc tiêu Hoä Kháng hÕn cu¯i	-1	1	1	1							
5957	5957	1000	CircularTaskTool90_9							0	0	0	0	0		Trß¾c m£t không th¬ ð¬ ð£t Ti¬u Miêu	-1	0	1	1							
5958	5958	1000	ShenFenItem05_11							0	0	0	0	0		B¸ tinh höa ThÕch änh hß·ng, ¦n thân hi®u quä tÕm th¶i m¤t ði hi®u lñc	-1	0	1	1							
5959	5959	1000	PetSkill4_6				npc_ÑýËþÈë¿Ú¿ªÆô_»ð		ÉíÌåÖÐÐÄµã	0	0	0	0	0		Dî m· ra	-1	1	1	1							
5960	5960	1000	PetSkill5_1				npc_ÁúËþÈë¿Ú¿ªÆô		ÉíÌåÖÐÐÄµã	0	0	0	0	0		Dî m· ra	-1	1	1	1							
5961	5961	7600	Buff0_11				hd_Ê¯»Ò°üÊÜ»÷		Í·¶¥×´Ì¬µã	0	0	1	0	0		Siêu c¤p vôi Bao: Hôn mê, di ðµng không th¬, thao tác không th¬, Khä B¸ công kích, Khä B¸ Tá Tïnh	-1	0	1	1							
5962	5962	1000	Buff0_4				hj_boss°ÍÉß24_¼¼ÄÜ1Á÷Ñªbuff		ÉíÌåÖÐÐÄµã	0	0	1	0	0		Bách Ðµc M£c Xâm liên tøc thß½ng t±n	-1	0	1	1							
5963	5963	1000	Buff0_4				boss_ºá¹«24_Á÷Ñªbuff		ÉíÌåÖÐÐÄµã	0	0	1	0	0		Cá trong ch§u Lung Ði¬u liên tøc thß½ng t±n	-1	0	1	1							
5964	5964	1200	ShenFenItem03_6				buff_ÎÞµÐÒ©01		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Càn Khôn vô cñc Ðan: Vô ð¸ch	-1	0	1	1							
5965	5965	1000	PetSkill4_6				npc_ÑýËþÈë¿Ú¿ªÆô_Ä¾		ÉíÌåÖÐÐÄµã	0	0	0	0	0		Dî m· ra	-1	1	1	1							
5966	5966	1000	PetSkill4_6				npc_ÑýËþÈë¿Ú¿ªÆô_Ë®		ÉíÌåÖÐÐÄµã	0	0	0	0	0		Dî m· ra	-1	1	1	1							
5967	5967	1000	Buff0_4				boss_ÑªðÕ24_¼¼ÄÜÒ»Á÷Ñªbuff		ÉíÌåÖÐÐÄµã	0	0	1	0	0		Cát bay ðá chÕy liên tøc thß½ng t±n	-1	0	1	1							
5968	5968	1000	ShenFenItem06_8				buff_¹¤³Ì¼Ó¹¤Ïà¹Ø_»ñµÃÇàÁúÕ½ÆìÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Trong phÕm vi Ð°ng ti¬u ðµi thiªu hi®p tÕo thành Ðích thß½ng t±n tång lên	-1	0	1	1							
5969	5969	1000	ShenFenItem06_10				buff_¹¤³Ì¼Ó¹¤Ïà¹Ø_»ñµÃ°×»¢Õ½ÆìÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Trong phÕm vi Ð°ng ti¬u ðµi thiªu hi®p M®nh Trung Su¤t tång lên	-1	0	1	1							
5970	5970	1000	Buff0_11				boss_´óË¾Ãü_¼¼ÄÜ2_BUFFÌØÐ§		ÉíÌåÊÜ»÷µã	0	0	1	0	0		ÐÕo Änh th×a hành ð£c hi®u	-1	0	1	1							
5971	5971	1000	Buff0_11				buff_¹¤³Ì¼Ó¹¤Ïà¹Ø_ÇàÁúÕ½ÆìÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Thanh Long Chiªn KÏ ð£c hi®u	-1	0	1	1							
5972	5972	1000	Buff0_11				buff_°×»¢Õ½ÆìÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		BÕch H± Chiªn KÏ ð£c hi®u	-1	0	1	1							
5973	5973	1000	FightSkillTianShan_4				buff_¹¤³Ì¼Ó¹¤Ïà¹Ø_»ñµÃ×··çÕ½ÆìÌØÐ§		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Truy Phong Linh KÏ: Di ðµng t¯c ðµ tång lên.	-1	0	1	1							
5974	5974	7500	FightSkillShaoLin2_3							0	0	0	1	0		Phích L¸ch TØ: Mi­n d¸ch Phích L¸ch TØ Ðích phän ð¯i trÕng thái	-1	0	1	1							
5975	5975	2200	ShenFenItem03_7							0	1	0	1	0		Cây ¾t Sao Nhøc: Liên tøc h°i huyªt	-1	0	1	1							
5976	5976	2200	ShenFenItem03_8							0	1	0	1	0		Du Muµn Du¦n: Liên tøc h°i khí	-1	0	1	1							
5977	5977	2200	ShenFenItem03_9							0	1	0	1	0		Mµc Tu Nhøc: Gia tång Huyªt Thßþng HÕn	-1	0	1	1							
5978	5978	2200	ShenFenItem03_10							0	1	0	1	0		Nhøc MÕt Gia TØ: Gia tång M®nh Trung	-1	0	1	1							
5979	5979	2200	ShenFenItem03_14							0	1	0	1	0		Xoa Thiêu Nhøc: Liên tøc h°i huyªt	-1	0	1	1							
5980	5980	2200	ShenFenItem10_2							0	1	0	1	0		Hß½ng Cô cây cäi d¥u: Liên tøc h°i khí	-1	0	1	1							
5981	5981	2200	ShenFenItem03_15							0	1	0	1	0		Tß½ng du Chßng Nhøc: Gia tång Huyªt Thßþng HÕn	-1	0	1	1							
5982	5982	2200	ShenFenItem03_16							0	1	0	1	0		¿¾p lÕnh Løc Ð§u Cao: Gia tång Bång Công Kích	-1	0	1	1							
5983	5983	2200	ShenFenItem04_1							0	1	0	1	0		Th¸t kho tàu Long Lý Ngß: Gia tång Hoä Công Kích	-1	0	1	1							
5984	5984	2200	ShenFenItem04_2							0	1	0	1	0		Liên TØ häi sän Canh: Gia tång Huy«n Công Kích	-1	0	1	1							
5985	5985	2200	ShenFenItem04_3							0	1	0	1	0		Song Tiêu Thß½ng h® sþi: Gia tång Ðµc Công Kích	-1	0	1	1							
5986	5986	2200	ShenFenItem04_6							0	1	0	1	0		Hß½ng Tiên Tuyªt Ngß: Liên tøc h°i huyªt	-1	0	1	1							
5987	5987	2200	ShenFenItem04_7							0	1	0	1	0		Thanh Sao cäi b¡p: Liên tøc h°i khí	-1	0	1	1							
5988	5988	2200	ShenFenItem04_8							0	1	0	1	0		HÕt dë Thiêu Kê: Gia tång Huyªt Thßþng HÕn	-1	0	1	1							
5989	5989	2200	ShenFenItem04_4							0	1	0	1	0		Ng÷c ðái tôm bóc vö: Gia tång Huyªt Thßþng HÕn, Thi¬m T¸	-1	0	1	1							
5990	5990	2200	ShenFenItem04_5							0	1	0	1	0		Ðß¶ng Th¯ sß¶n lþn rán: Gia tång Huyªt Thßþng HÕn, hi¬u ý phòng ngñ	-1	0	1	1							
5991	5991	2200	ShenFenItem05_7							0	1	0	1	0		Væng ch¡c Ph§t Khiêu Tß¶ng: Gia tång Huyªt Thßþng HÕn, ðã b¸ thß½ng t±n r½i ch§m lÕi	-1	0	1	1							
5992	5992	2200	ShenFenItem01_15				buff_ÖÆÒ©Ïà¹Ø_¼õ±ù¿¹		ÉíÌåÖÐÐÄµã	0	1	0	1	0		Thßþng ph¦m Thôi Hàn Ðan: R½i ch§m lÕi møc tiêu Bång Kháng hÕn cu¯i	-1	1	1	1							
5993	5993	2200	ShenFenItem01_16				buff_ÖÆÒ©Ïà¹Ø_¼õ»ð¿¹		ÉíÌåÖÐÐÄµã	0	1	0	1	0		Thßþng ph¦m Luy®n Di®m Ðan: R½i ch§m lÕi møc tiêu Hoä Kháng hÕn cu¯i	-1	1	1	1							
5994	5994	2200	ShenFenItem02_1				buff_ÖÆÒ©Ïà¹Ø_¼õÐþ¿¹		ÉíÌåÖÐÐÄµã	0	1	0	1	0		Thßþng ph¦m Huy«n Minh Tän: R½i ch§m lÕi møc tiêu Huy«n Kháng hÕn cu¯i	-1	1	1	1							
5995	5995	2200	ShenFenItem02_2				buff_ÖÆÒ©Ïà¹Ø_¼õ¶¾¿¹		ÉíÌåÖÐÐÄµã	0	1	0	1	0		Thßþng ph¦m Ðµc Sß½ng Hoàn: R½i ch§m lÕi møc tiêu Ðµc Kháng hÕn cu¯i	-1	1	1	1							
5996	5996	2200	ShenFenItem02_10				buff_ÖÆÒ©Ïà¹Ø_¼õ±ù¿¹		ÉíÌåÖÐÐÄµã	0	1	0	1	0		Cñc ph¦m Thôi Hàn Ðan: R½i ch§m lÕi møc tiêu Bång Kháng hÕn cu¯i	-1	1	1	1							
5997	5997	2200	ShenFenItem02_11				buff_ÖÆÒ©Ïà¹Ø_¼õ»ð¿¹		ÉíÌåÖÐÐÄµã	0	1	0	1	0		Cñc ph¦m Luy®n Di®m Ðan: R½i ch§m lÕi møc tiêu Hoä Kháng hÕn cu¯i	-1	1	1	1							
5998	5998	2200	ShenFenItem02_12				buff_ÖÆÒ©Ïà¹Ø_¼õÐþ¿¹		ÉíÌåÖÐÐÄµã	0	1	0	1	0		Cñc ph¦m Huy«n Minh Tän: R½i ch§m lÕi møc tiêu Huy«n Kháng hÕn cu¯i	-1	1	1	1							
5999	5999	2200	ShenFenItem02_13				buff_ÖÆÒ©Ïà¹Ø_¼õ¶¾¿¹		ÉíÌåÖÐÐÄµã	0	1	0	1	0		Cñc ph¦m Ðµc Sß½ng Hoàn: R½i ch§m lÕi møc tiêu Ðµc Kháng hÕn cu¯i	-1	1	1	1							
6000	6000	2200	ShenFenItem02_6							0	1	0	1	0		Ngßng Th¥n Hoàn: Gia tång M®nh Trung Su¤t	-1	0	1	1							
6001	6001	2200	ShenFenItem02_7							0	1	0	1	0		Th¥n Hành Tän: Gia tång Thi¬m T¸ Su¤t	-1	0	1	1							
6002	6002	2200	ShenFenItem02_8							0	1	0	1	0		Quyªt tâm Ðan: Gia tång hi¬u ý Su¤t	-1	0	1	1							
6003	6003	2200	ShenFenItem02_9							0	1	0	1	0		Phá NhÕc Tän: Gia tång hi¬u ý mµt kích thß½ng t±n	-1	0	1	1							
6004	6004	2200	ShenFenItem02_5							0	1	0	1	0		Long †n Ðan: Tiªn vào ¦n thân trÕng thái, di ðµng t¯c ðµ r½i ch§m lÕi	-1	0	1	1							
6005	99	2200	RideHeader11_5							0	0	0	1	0		ToÕ KÜ: Häi Ba Án. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	1							
6006	99	2200	RideHeader11_5							0	0	0	1	0		ToÕ KÜ: Häi Ba Án. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	1							
6007	99	2200	RideHeader11_5							0	0	0	1	0		ToÕ KÜ: Häi Ba Án. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
6008	99	2200	RideHeader11_5							0	0	0	1	0		ToÕ KÜ: Häi Ba Án. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
6009	99	2200	RideHeader11_5							0	0	0	1	0		ToÕ KÜ: Häi Ba Án. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	1							
6010	99	2200	RideHeader11_5							0	0	0	1	0		ToÕ KÜ: Häi Ba Án. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	1							
6011	99	2200	RideHeader11_5							0	0	0	1	0		ToÕ KÜ: Häi Ba Án. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	1							
6012	269	500	CircularTaskTool138_14	g01_buff108		½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Nåm xßa Thi«u Cänh C¯, tao nhã Vi thiªu niên. Ðang ðÑng · 10Tuª Chí 19Tuª, thiªu niên giai ðoÕn. #rsØ døng ThØ Tiêu Hæu Ki®n Ði¬m Kích Cai Ð° Tiêu có th¬ giäi tr× ThØ trÕng thái.	-1	0	1	1							
6013	269	500	CircularTaskTool138_14	g01_buff108		½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Nåm xßa Thi«u Cänh C¯, ðào lý Chính thì gi¶. Ðang ðÑng · 20Tuª Chí 29Tuª, ðào lý giai ðoÕn. #rsØ døng ThØ Tiêu Hæu Ki®n Ði¬m Kích Cai Ð° Tiêu có th¬ giäi tr× ThØ trÕng thái.	-1	0	1	1							
6014	269	500	CircularTaskTool138_14	g01_buff108		½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Nåm xßa Thi«u Cänh C¯, mà ðÑng Di®c Khä Ki. Ðang ðÑng · 30Tuª Chí 39Tuª, mà ðÑng giai ðoÕn. #rsØ døng ThØ Tiêu Hæu Ki®n Ði¬m Kích Cai Ð° Tiêu có th¬ giäi tr× ThØ trÕng thái.	-1	0	1	1							
6015	269	500	CircularTaskTool138_14	g01_buff108		½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Nåm xßa Thi«u Cänh C¯, b¤t ho£c Bi®t phong thái. Ðang ðÑng · 40Tuª Chí 49Tuª, b¤t ho£c giai ðoÕn. #rsØ døng ThØ Tiêu Hæu Ki®n Ði¬m Kích Cai Ð° Tiêu có th¬ giäi tr× ThØ trÕng thái.	-1	0	1	1							
6016	269	500	CircularTaskTool138_14	g01_buff108		½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Nåm xßa Thi«u Cänh C¯, thiên m®nh Vßu th½ vån hoa mÛ. Ðang ðÑng · 50Tuª Chí 59Tuª, thiên m®nh giai ðoÕn. #rsØ døng ThØ Tiêu Hæu Ki®n Ði¬m Kích Cai Ð° Tiêu có th¬ giäi tr× ThØ trÕng thái.	-1	0	1	1							
6017	6017	1000	Buff19_9				buff_ÕóÓª_°×·ïÓª		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		BÕch Phßþng Dinh: Làm BÕch Phßþng Dinh Ðích Nh¤t Viên tham dñ qu¥n hùng Trøc Lµc chiªn trß¶ng Ðích chiªn ð¤u	-1	0	1	1							
6018	6018	1000	Buff19_8				buff_ÕóÓª_³à·ïÓª		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Xích Phøng Dinh: Làm Xích Phøng Dinh Ðích Nh¤t Viên tham dñ qu¥n hùng Trøc Lµc chiªn trß¶ng Ðích chiªn ð¤u	-1	0	1	1							
6019	6019	1000	Buff19_7				buff_ÕóÓª_Çà·ïÓª		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Thanh Phßþng Dinh: Làm Thanh Phßþng Dinh Ðích Nh¤t Viên tham dñ qu¥n hùng Trøc Lµc chiªn trß¶ng Ðích chiªn ð¤u	-1	0	1	1							
6020	6020	1000	Buff19_6				buff_ÕóÓª_Ðþ·ïÓª		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Huy«n Phßþng Dinh: Làm Huy«n Phßþng Dinh Ðích Nh¤t Viên tham dñ qu¥n hùng Trøc Lµc chiªn trß¶ng Ðích chiªn ð¤u	-1	0	1	1							
6021	99	2200	RideHeader9_16							0	0	0	1	0		ToÕ KÜ: Phi Hoàng Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	1							
6022	99	2200	RideHeader9_16							0	0	0	1	0		ToÕ KÜ: Phi Hoàng Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	1							
6023	99	2200	RideHeader9_16							0	0	0	1	0		ToÕ KÜ: Phi Hoàng Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
6024	99	2200	RideHeader9_16							0	0	0	1	0		ToÕ KÜ: Phi Hoàng Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
6025	99	2200	RideHeader9_16							0	0	0	1	0		ToÕ KÜ: Phi Hoàng Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	1							
6026	99	2200	RideHeader9_16							0	0	0	1	0		ToÕ KÜ: Phi Hoàng Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	1							
6027	99	2200	RideHeader9_16							0	0	0	1	0		ToÕ KÜ: Phi Hoàng Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	1							
6028	99	2200	RideHeader4_9							0	0	0	1	0		ToÕ KÜ: Ám M¸ ¿ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	1							
6029	99	2200	RideHeader3_16							0	0	0	1	0		ToÕ KÜ: Ba Thiên H±. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	1							
6030	99	2200	RideHeader6_6							0	0	0	1	0		ToÕ KÜ: Bá Thª Vû Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	1							
6031	99	2200	RideHeader1_10							0	0	0	1	0		ToÕ KÜ: BÕch Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	1							
