INT	INT	STRING	STRING	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT
1322	4	0719-1630	0719-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1323	4	0720-1630	0720-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1324	4	0802-1630	0802-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1325	4	0803-1630	0803-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1326	4	0816-1630	0816-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1327	4	0817-1630	0817-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1328	4	0830-1630	0830-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1329	4	0831-1630	0831-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1330	4	0913-1630	0913-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1331	4	0914-1630	0914-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1332	4	0927-1630	0927-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1333	4	0928-1630	0928-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1334	4	1011-1630	1011-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1335	4	1012-1630	1012-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1336	4	1025-1630	1025-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1337	4	1026-1630	1026-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1338	4	1108-1630	1108-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1339	4	1109-1630	1109-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1340	4	1122-1630	1122-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1341	4	1123-1630	1123-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1342	4	1206-1630	1206-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1343	4	1207-1630	1207-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1344	4	1220-1630	1220-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1345	4	1221-1630	1221-2359	0	0	冠绝师门·问鼎	各门派报名人		Huodong_14_14	    #Y冠绝师门·问鼎#W活动即将开启。所有等级达#G60#W级的侠士，在#Y雁门论武#W中击败亲传弟子均有机会报名参与#Y冠绝师门·问鼎#W活动，报名会截止于通关#Y雁门论武#W亲传难度最快的前#G16#W名侠士，通过提交#Y师门书柬#W进行报名可获得额外交子奖励。并在#G周六19:00#W通过#G1v1#W淘汰赛的方式竞选最强者荣登门派第一人之位。	0	在门派#R报名人#W处参与	60
1346	4	0531-1000	0531-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1347	4	0601-1000	0601-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1348	4	0614-1000	0614-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1349	4	0615-1000	0615-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1350	4	0628-1000	0628-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1351	4	0629-1000	0629-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1352	4	0712-1000	0712-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1353	4	0713-1000	0713-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1354	4	0726-1000	0726-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1355	4	0727-1000	0727-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1356	4	0809-1000	0809-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
