INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30501275	3	5	1	275	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 3)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 3)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	3	0	2005	-1	1
30501276	3	5	1	276	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 4)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 4)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	4	0	2005	-1	1
30501277	3	5	1	277	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 5)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 5)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	5	0	2005	-1	1
30501278	3	5	1	278	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 6)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 6)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	6	0	2005	-1	1
30501279	3	5	1	279	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 7)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 7)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	7	0	2005	-1	1
30501280	3	5	1	280	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 8)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 8)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	8	0	2005	-1	1
30501281	3	5	1	281	Gem9_3_15	T± Mçu Løc Toái Phiªn (C¤p 9)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Yng÷c løc bäo(C¤p 9)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	9	0	2005	-1	1
30501282	3	5	1	282	Gem9_3_13	H°ng Tinh ThÕch Toái Phiªn (C¤p 1)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 1)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501283	3	5	1	283	Gem9_3_13	H°ng Tinh ThÕch Toái Phiªn (C¤p 2)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 2)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	2	0	2005	-1	1
30501284	3	5	1	284	Gem9_3_13	H°ngtinh ThÕch Toái Phiªn (C¤p 3)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 3)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	3	0	2005	-1	1
30501285	3	5	1	285	Gem9_3_13	H°ng Tinh ThÕch Toái Phiªn (C¤p 4)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 4)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	4	0	2005	-1	1
30501286	3	5	1	286	Gem9_3_13	H°ng Tinh ThÕch Toái Phiªn (C¤p 5)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 5)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	5	0	2005	-1	1
30501287	3	5	1	287	Gem9_3_13	H°ng Tinh ThÕch Toái Phiªn (C¤p 6)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 6)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	6	0	2005	-1	1
30501288	3	5	1	288	Gem9_3_13	H°ng Tinh ThÕch Toái Phiªn (C¤p 7)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 7)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	7	0	2005	-1	1
30501289	3	5	1	289	Gem9_3_13	H°ng Tinh ThÕch Toái Phiªn (C¤p 8)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 8)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	8	0	2005	-1	1
30501290	3	5	1	290	Gem9_3_13	H°ng Tinh ThÕch Toái Phiªn (C¤p 9)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n H°ng tinh thÕch(C¤p 9)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	9	0	2005	-1	1
30501291	3	5	1	291	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 1)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 1)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501292	3	5	1	292	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 2)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 2)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	2	0	2005	-1	1
30501293	3	5	1	293	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 3)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 3)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	3	0	2005	-1	1
30501294	3	5	1	294	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 4)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 4)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	4	0	2005	-1	1
30501295	3	5	1	295	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 5)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 5)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	5	0	2005	-1	1
30501296	3	5	1	296	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 6)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 6)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	6	0	2005	-1	1
30501297	3	5	1	297	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 7)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 7)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	7	0	2005	-1	1
30501298	3	5	1	298	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 8)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 8)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	8	0	2005	-1	1
30501299	3	5	1	299	Gem9_3_12	Lam Tinh ThÕch Toái Phiªn (C¤p 9)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Lam tinh thÕch(C¤p 9)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	9	0	2005	-1	1
30501300	3	5	1	300	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 1)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 1)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501301	3	5	1	301	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 2)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 2)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	2	0	2005	-1	1
30501302	3	5	1	302	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 3)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 3)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	3	0	2005	-1	1
30501303	3	5	1	303	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 4)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 4)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	4	0	2005	-1	1
30501304	3	5	1	304	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 5)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 5)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	5	0	2005	-1	1
30501305	3	5	1	305	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 6)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 6)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	6	0	2005	-1	1
30501306	3	5	1	306	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 7)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 7)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	7	0	2005	-1	1
30501307	3	5	1	307	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 8)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 8)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	8	0	2005	-1	1
30501308	3	5	1	308	Gem9_3_11	Hoàng Tinh ThÕch Toái Phiªn (C¤p 9)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Hoàng tinh thÕch(C¤p 9)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	9	0	2005	-1	1
30501309	3	5	1	309	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 1)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 1)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501310	3	5	1	310	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 2)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 2)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	2	0	2005	-1	1
30501311	3	5	1	311	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 3)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 3)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	3	0	2005	-1	1
30501312	3	5	1	312	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 4)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 4)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	4	0	2005	-1	1
30501313	3	5	1	313	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 5)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 5)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	5	0	2005	-1	1
30501314	3	5	1	314	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 6)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 6)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	6	0	2005	-1	1
30501315	3	5	1	315	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 7)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 7)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	7	0	2005	-1	1
30501316	3	5	1	316	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 8)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 8)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	8	0	2005	-1	1
30501317	3	5	1	317	Gem9_3_14	Løc Tinh ThÕch Toái Phiªn (C¤p 9)	Thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#Ytinh thu¥n Løc tinh thÕch(C¤p 9)#W.	10	4	1	4	90	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	9	0	2005	-1	1
30501318	3	5	1	318	TaskTools7_11	C± Thß Tàn Hi®t	Thu th§p T«#G200Phiªn#WC± Thß Tàn Di®p Khä TÕi#GLÕc Dß½ng(182, 155)#RVân Hàm Nhi#WXØ ğ±i Ğáo#YKiªp Hoä Ph¥n Sát#W, #YCñc Bång Ngßng Sát#W, #YHuy«n Lôi Kích Sát#W, #YHü Ğµc Thñc Sát#W4Xung Trân Thú qu¥n công kÛ nång Thß Trung Ğích mµt quy¬n. #r#Gnguyên bäo giao d¸ch LoÕi ğÕo cø chï có th¬ TÕi LÕc Dß½ng(205, 172) Ti«n Trang Nµi Bài Than bán ra.	10	4	1	4	200	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	1
30501319	3	5	1	319	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 1)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G723Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 1)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 1)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	1
30501320	3	5	1	320	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 2)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G1410Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 2)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 2)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	2	0	2005	-1	1
30501321	3	5	1	321	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 3)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G2066Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 3)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 3)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	3	0	2005	-1	1
30501322	3	5	1	322	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 4)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G4180Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 4)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 4)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	4	0	2005	-1	1
30501323	3	5	1	323	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 5)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G7548Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 5)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 5)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	5	0	2005	-1	1
30501324	3	5	1	324	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 6)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G11314Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 6)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 6)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	6	0	2005	-1	1
30501325	3	5	1	325	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 7)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G14706Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 7)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 7)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	7	0	2005	-1	1
30501326	3	5	1	326	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 8)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G18113Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 8)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 8)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	8	0	2005	-1	1
30501327	3	5	1	327	Gem3_2_16	Huyªt Tinh ThÕch Tinh Hoa (C¤p 9)	SØ døng H§u có th¬ gia tång tñ thân Huyªt Thßşng HÕn#G18780Ği¬m#W, lIên tøc#G48gi¶#W. #r#GCai hi®u quä TÕi nhân v§t tØ vong H§u Nhßng Khä t°n tÕi, Li Tuyªn vçn ğang th¶i trß¾c. #r#Wm²i l¥n sØ døng Ğô có th¬ nh§n ğßşc mµt cái#YHuyªt Tinh ThÕch mänh nhö(C¤p 9)#W, thu th§p Ğáo#G72#WCá lúc sau có th¬ TÕi#GLÕc Dß½ng(194, 180)#RChß Cát Kh±ng Lßşng#WXØ ğ±i mµt viên#YHuyªt Tinh ThÕch(C¤p 9)#W. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	5	90	332206	78	1	-1	-1	-1	4	Ğ£c bi®t	9	0	2005	-1	1
